"ID","OKTMO","Title","RegionID","Title-2","CodeGOST"
"74c38eb9-c7fc-443a-83e6-dc7c8bb6d584","01648000000","Тогульский муниципальный район",1,"Алтайский край","RU-ALT"
"db39da0a-68fc-4e2c-97cb-ecc03527d4d9","01649000000","Топчихинский муниципальный район",1,"Алтайский край","RU-ALT"
"9334a7df-5b43-45d9-8b3a-603f30084213","01650000000","Третьяковский муниципальный район",1,"Алтайский край","RU-ALT"
"2eab393b-a012-49dd-9330-07a6dd189e63","01651000000","Троицкий муниципальный район",1,"Алтайский край","RU-ALT"
"8378fbb5-11cc-42a1-a2a6-ef91ca178003","01652000000","Тюменцевский муниципальный район",1,"Алтайский край","RU-ALT"
"fa0c4b02-b080-45d5-b448-852fe6c250c2","01653000000","Угловский муниципальный район",1,"Алтайский край","RU-ALT"
"c9b71001-d0f2-426b-b476-193851144629","01654000000","Усть-Калманский муниципальный район",1,"Алтайский край","RU-ALT"
"7f0c739a-e5ba-422d-96f7-abb730621a93","01655000000","Усть-Пристанский муниципальный район",1,"Алтайский край","RU-ALT"
"85fe340f-7365-4900-acfe-41a5005e955d","01656000000","Хабарский муниципальный район",1,"Алтайский край","RU-ALT"
"bf22934f-45bd-409a-b25f-0f13dd3c4599","01657000000","Целинный муниципальный район",1,"Алтайский край","RU-ALT"
"597f7054-822b-41c4-a781-bb1ed05ecb4b","01645000000","Шелаболихинский муниципальный район",1,"Алтайский край","RU-ALT"
"74014c63-cdaa-4cf9-a488-6532879cfe2c","01659000000","Шипуновский муниципальный район",1,"Алтайский край","RU-ALT"
"1993e6ab-4610-4233-9a7b-ccf5010c6899","01703000000","город Алейск",1,"Алтайский край","RU-ALT"
"116c9c3f-7059-4a33-862e-0909db1ef765","01701000000","город Барнаул",1,"Алтайский край","RU-ALT"
"6b205da2-90b1-4893-a65f-d79ea9175dfc","01704000000","город Белокуриха",1,"Алтайский край","RU-ALT"
"9dcc4c0e-35c0-40c9-91d9-14a3099cfad5","01705000000","город Бийск",1,"Алтайский край","RU-ALT"
"776e81cd-7946-4fcf-afc3-8b43ff28b224","01706000000","город Заринск",1,"Алтайский край","RU-ALT"
"63b00450-fec8-44d2-8a93-9de5f1892635","01713000000","город Новоалтайск",1,"Алтайский край","RU-ALT"
"68b5283d-3eea-4689-af88-5d60548e1d8e","01716000000","город Рубцовск",1,"Алтайский край","RU-ALT"
"2d02f2b6-2e5a-422d-aca2-68f588218e1e","01730000000","город Яровое",1,"Алтайский край","RU-ALT"
"2c2e9fad-4311-4087-8ae4-75598d78e59a","10505000000","Архаринский муниципальный округ",2,"Амурская область","RU-AMU"
"fd231ee6-8d45-44de-97ab-4a8276f09702","10508000000","Белогорский муниципальный округ",2,"Амурская область","RU-AMU"
"5b4db824-ebcb-4d66-ad3c-c52eb2ed70d3","10511000000","Благовещенский муниципальный округ",2,"Амурская область","RU-AMU"
"8a92948a-fcfe-40d3-8e3c-db49fc3ee104","10515000000","Бурейский муниципальный округ",2,"Амурская область","RU-AMU"
"d49b2d54-0675-4b22-92c2-f07213d0fd48","10770000000","ЗАТО Циолковский",2,"Амурская область","RU-AMU"
"ac71f852-93ae-448c-84b3-afe42c9ab7c9","10521000000","Завитинский муниципальный округ",2,"Амурская область","RU-AMU"
"9ce4b4bb-0441-45d2-b2bf-53e43511a832","10525000000","Зейский муниципальный округ",2,"Амурская область","RU-AMU"
"4655bc8c-fe90-43f8-8207-1909275ad065","10528000000","Ивановский муниципальный округ",2,"Амурская область","RU-AMU"
"a161921b-c6cc-4a02-ac6c-f6879d967e9d","10630000000","Константиновский муниципальный район",2,"Амурская область","RU-AMU"
"cad1aae9-be70-4494-9321-f866d9ec4252","10631000000","Магдагачинский муниципальный район",2,"Амурская область","RU-AMU"
"76b10dce-096b-4a43-ab24-869b176660f2","10632000000","Мазановский муниципальный район",2,"Амурская область","RU-AMU"
"99fd863b-8378-4af1-b3bb-76fb7219d6c8","10635000000","Михайловский муниципальный район",2,"Амурская область","RU-AMU"
"bf2b8d86-ce8e-4c61-92b3-773870ef210c","10638000000","Октябрьский муниципальный район",2,"Амурская область","RU-AMU"
"b0fd8422-9345-4973-94bb-fa8f951e897f","10540000000","Ромненский муниципальный округ",2,"Амурская область","RU-AMU"
"d7c0376a-ee4e-49f7-b105-2743768a54e3","10642000000","Свободненский муниципальный район",2,"Амурская область","RU-AMU"
"819b791b-5693-41d2-b022-e94598275e5a","10645000000","Селемджинский муниципальный район",2,"Амурская область","RU-AMU"
"2e46de28-ac46-4438-83d5-c923a7ed2779","10547000000","Серышевский муниципальный округ",2,"Амурская область","RU-AMU"
"2d3247e3-5041-45cf-b980-81c29d3b86d6","10549000000","Сковородинский муниципальный округ",2,"Амурская область","RU-AMU"
"e20d458e-02e7-4e13-be59-22952cba39ff","10551000000","Тамбовский муниципальный округ",2,"Амурская область","RU-AMU"
"8f21ef3f-c7d1-410b-a020-9ee09ad593c9","10554000000","Тындинский муниципальный округ",2,"Амурская область","RU-AMU"
"cb619b76-0598-462a-ba18-7fd222383050","10555000000","Шимановский муниципальный округ",2,"Амурская область","RU-AMU"
"f4d9504d-defc-42a5-bd03-ac744ac354ee","10710000000","город Белогорск",2,"Амурская область","RU-AMU"
"caab50cd-4dc0-44a3-9780-11d9af47b4fb","10701000000","город Благовещенск",2,"Амурская область","RU-AMU"
"bacd1a39-a8fd-45e0-b879-ee17f487a8b6","10712000000","город Зея",2,"Амурская область","RU-AMU"
"c0b2ce1a-c73a-44e6-8d42-ac79901603eb","10720000000","город Райчихинск",2,"Амурская область","RU-AMU"
"8e047a0e-4e28-4824-93fc-e13f512b785b","10730000000","город Свободный",2,"Амурская область","RU-AMU"
"3884756b-c5ac-4e79-95f6-f5e65a502e02","10732000000","город Тында",2,"Амурская область","RU-AMU"
"45e434ef-f671-4a34-b494-d4d295b82f40","10740000000","город Шимановск",2,"Амурская область","RU-AMU"
"a7689bda-1490-40d0-9404-aa3bf7fa1828","10775000000","рабочий поселок (поселок городского типа) Прогресс",2,"Амурская область","RU-AMU"
"a8d72c8e-d29f-4b14-9bab-633c77116e01","11605000000","Вельский муниципальный район",3,"Архангельская область","RU-ARK"
"b22a86bb-74d9-44c8-845a-e5d86ef7ec05","11508000000","Верхнетоемский муниципальный округ",3,"Архангельская область","RU-ARK"
"31f4c683-b70a-45f5-a352-51d1d2f20357","11511000000","Вилегодский муниципальный округ",3,"Архангельская область","RU-ARK"
"974ba709-e821-4bdf-9c1b-76c16da3b3ed","11514000000","Виноградовский муниципальный округ",3,"Архангельская область","RU-ARK"
"b9bac5d5-2f43-461c-8a0a-475e8f22ca9e","11850000000","Городские округа Ненецкого автономного округа/",3,"Архангельская область","RU-ARK"
"9fa64058-b2c5-405a-bab5-8ef28afe1909","11725000000","ЗАТО Мирный",3,"Архангельская область","RU-ARK"
"717b4568-2e79-4443-a1fd-9252d7cfcdd3","11518000000","Каргопольский муниципальный округ",3,"Архангельская область","RU-ARK"
"75295e50-a9a5-4897-a23b-c1f41621e67e","11622000000","Коношский муниципальный район",3,"Архангельская область","RU-ARK"
"867ada96-07ee-47e7-944f-c2aa7c9817be","11710000000","Котлас",3,"Архангельская область","RU-ARK"
"1eb75530-a13f-4375-b737-030e3ac088e7","11527000000","Котласский муниципальный округ",3,"Архангельская область","RU-ARK"
"da97fc69-42ea-4d44-bc43-4860ed938307","11530000000","Красноборский муниципальный округ",3,"Архангельская область","RU-ARK"
"d4538e9b-bac6-4d6a-8ea7-008da15aa046","11635000000","Ленский муниципальный район",3,"Архангельская область","RU-ARK"
"f5bfeaf3-b6f0-4458-975d-37a865d2a743","11538000000","Лешуконский муниципальный округ",3,"Архангельская область","RU-ARK"
"8df988b5-f3a9-482a-b904-b5c7af136afe","11542000000","Мезенский муниципальный округ",3,"Архангельская область","RU-ARK"
"bc486ef3-a93b-40d1-a2fa-36b77706f431","11810000000","Муниципальные районы Ненецкого автономного округа",3,"Архангельская область","RU-ARK"
"6ae569b6-2b71-4b24-88ad-ef300cb00e09","11811000000","Муниципальный район Заполярный район",3,"Архангельская область","RU-ARK"
"3d837597-e0db-4d4c-b720-11ed5bd3d5dd","11712000000","Новая Земля",3,"Архангельская область","RU-ARK"
"b72b1ab4-8ac7-4098-9305-b01d5ba8a21c","11544000000","Няндомский муниципальный округ",3,"Архангельская область","RU-ARK"
"2ab57700-c5f8-4041-93b7-f69f7ec06e62","11646000000","Онежский муниципальный район",3,"Архангельская область","RU-ARK"
"ccbd82d8-4539-44e6-8761-1ed1d6cebd08","11548000000","Пинежский муниципальный округ",3,"Архангельская область","RU-ARK"
"37cbdb10-9c03-4f60-ac37-446e2a01b347","11550000000","Плесецкий муниципальный округ",3,"Архангельская область","RU-ARK"
"b6a4347e-5ef2-4d34-8726-e0c66d562c96","11552000000","Приморский муниципальный округ",3,"Архангельская область","RU-ARK"
"158e987a-50b7-4a1f-87c3-9ed11e1cfaed","11730000000","Северодвинск",3,"Архангельская область","RU-ARK"
"dc5115e4-e327-4d12-b406-a914e01bb94a","11554000000","Устьянский муниципальный округ",3,"Архангельская область","RU-ARK"
"8ce0ab56-d980-4b91-8e58-9f74f677d66e","11556000000","Холмогорский муниципальный округ",3,"Архангельская область","RU-ARK"
"16895f47-4c40-4f41-a08c-4d71660dbcfb","11558000000","Шенкурский муниципальный округ",3,"Архангельская область","RU-ARK"
"ba92f3ee-aeb9-4ac1-9437-f1501e978bfa","11701000000","город Архангельск",3,"Архангельская область","RU-ARK"
"dac37923-cc9d-47f8-8886-12dd9b7931ed","11708000000","город Коряжма",3,"Архангельская область","RU-ARK"
"a87e399c-e14c-433d-a44a-e7d1723a27fd","11851000000","город Нарьян-Мар",3,"Архангельская область","RU-ARK"
"ee0ccb03-4002-4252-a756-214bb3d42896","11715000000","город Новодвинск",3,"Архангельская область","RU-ARK"
"7adbc491-887d-422f-8357-3484b7c34326","12605000000","Ахтубинский муниципальный район",4,"Астраханская область","RU-AST"
"bd05d83b-c6fa-4a06-aca9-03e5a357aa2e","12610000000","Володарский муниципальный район",4,"Астраханская область","RU-AST"
"41dc7be7-ed36-4df2-9126-cf59bd6f64a7","12615000000","Енотаевский муниципальный район",4,"Астраханская область","RU-AST"
"d5f8dfec-4b9c-4bf6-8bb4-44a7834c011c","12719000000","ЗАТО Знаменск",4,"Астраханская область","RU-AST"
"a0b24699-0c14-48ec-a3a8-0652c1c2949a","12620000000","Икрянинский муниципальный район",4,"Астраханская область","RU-AST"
"bbac9272-5ad2-4b47-8ddc-04a3d8bcc924","12625000000","Камызякский муниципальный район",4,"Астраханская область","RU-AST"
"eeb5f93e-eb04-4a20-955c-e49a150af22a","12630000000","Красноярский муниципальный район",4,"Астраханская область","RU-AST"
"56d26e97-149e-44cf-a339-b10f523a0736","12635000000","Лиманский муниципальный район",4,"Астраханская область","RU-AST"
"6b7b8c9e-8d33-4a60-a682-38f32ba3fb02","12640000000","Наримановский муниципальный район",4,"Астраханская область","RU-AST"
"c2a9bf49-bf5a-4f91-8e89-4bc4fa0097d8","12642000000","Приволжский муниципальный район",4,"Астраханская область","RU-AST"
"5c2f80cb-ad5e-4f8d-9a8f-26d007846e1d","12645000000","Харабалинский муниципальный район",4,"Астраханская область","RU-AST"
"cd9b7e61-3896-4520-a93b-3f506f9fcca2","12650000000","Черноярский муниципальный район",4,"Астраханская область","RU-AST"
"6a5879ed-602d-470b-9c8f-1175fb671db0","12701000000","город Астрахань",4,"Астраханская область","RU-AST"
"578c3603-2a7d-49d4-98ba-7045eaf809f5","14710000000","Алексеевский",6,"Белгородская область","RU-BEL"
"9064419e-7406-4569-944b-927ea065dd7d","14610000000","Белгородский муниципальный район",6,"Белгородская область","RU-BEL"
"7be02a48-3cb6-4cc2-8275-aa7a93176296","14615000000","Борисовский муниципальный район",6,"Белгородская область","RU-BEL"
"86399687-c18d-4dd3-b059-4b46eb94345b","14720000000","Валуйский",6,"Белгородская область","RU-BEL"
"e611cd3b-cbcd-431a-8c76-32e4eaeefb09","14625000000","Вейделевский муниципальный район",6,"Белгородская область","RU-BEL"
"c54dc86d-d0a6-4d79-af77-9711ed779710","14630000000","Волоконовский муниципальный район",6,"Белгородская область","RU-BEL"
"f4baac95-b832-4e9e-aca1-34cd896e7e6c","14725000000","Грайворонский",6,"Белгородская область","RU-BEL"
"641dc052-5087-4d3c-b562-bec45889cb47","14730000000","Губкинский",6,"Белгородская область","RU-BEL"
"1a033834-4dcd-44ca-ad8c-4088acee9605","14638000000","Ивнянский муниципальный район",6,"Белгородская область","RU-BEL"
"60e3832b-5b72-4472-842b-1b16964148ef","14640000000","Корочанский муниципальный район",6,"Белгородская область","RU-BEL"
"7db7d9ad-a672-4e3f-94b4-036ec78e1509","14641000000","Красненский муниципальный район",6,"Белгородская область","RU-BEL"
"71ebf4b3-019e-45df-9458-5d5afa0d55cd","14642000000","Красногвардейский муниципальный район",6,"Белгородская область","RU-BEL"
"919b0187-2e0f-4463-bb9b-3efe5ea72930","14643000000","Краснояружский муниципальный район",6,"Белгородская область","RU-BEL"
"397661e8-5d43-42ae-b0cb-e6b40d8f469c","14735000000","Новооскольский",6,"Белгородская область","RU-BEL"
"21f39d1b-f2ea-4602-87b5-264e58b0866d","14646000000","Прохоровский муниципальный район",6,"Белгородская область","RU-BEL"
"4952364d-d52d-4a63-b763-9e9a9935ab84","14648000000","Ракитянский муниципальный район",6,"Белгородская область","RU-BEL"
"f6465d0e-443d-484b-975c-9fe98eda25d3","14650000000","Ровеньский муниципальный район",6,"Белгородская область","RU-BEL"
"a57d57c3-1e2a-4fcb-99b8-4630ca087eb7","14740000000","Старооскольский",6,"Белгородская область","RU-BEL"
"4a012182-c7ed-42b0-823d-3f8c947819ea","14654000000","Чернянский муниципальный район",6,"Белгородская область","RU-BEL"
"e7e2be16-20ed-4007-a1e4-a4ce9a5e60fd","14750000000","Шебекинский",6,"Белгородская область","RU-BEL"
"06816240-1131-4d67-8b79-640f0aa500b9","14755000000","Яковлевский",6,"Белгородская область","RU-BEL"
"f18f6755-5c13-43f4-bfe0-5e53fe16213a","14701000000","город Белгород",6,"Белгородская область","RU-BEL"
"7138a698-0ee5-4cf9-b33a-c7489c7cf63d","15604000000","Брасовский муниципальный район",7,"Брянская область","RU-BRY"
"14f46e7c-c12e-41a5-b177-018f6d52fd75","15608000000","Брянский муниципальный район",7,"Брянская область","RU-BRY"
"fc12ee38-23bb-45b6-a8a1-127fadfadfc4","15610000000","Выгоничский муниципальный район",7,"Брянская область","RU-BRY"
"54c6b0a9-3123-42f4-9c5e-771053ae56b5","15611000000","Гордеевский муниципальный район",7,"Брянская область","RU-BRY"
"6063358e-92d7-45d9-a836-f2e12dffb237","15612000000","Дубровский муниципальный район",7,"Брянская область","RU-BRY"
"d0f6b0bb-c5f8-445d-a958-73e7b28446c9","15616000000","Дятьковский муниципальный район",7,"Брянская область","RU-BRY"
"faa1dad5-b40f-42f0-bd78-92c863a88363","15620000000","Жирятинский муниципальный район",7,"Брянская область","RU-BRY"
"554bdeea-4bcc-45f7-9abf-0a8f3f1bd906","15502000000","Жуковский",7,"Брянская область","RU-BRY"
"d41a5895-600f-4397-a453-7da9403fc5c4","15623000000","Злынковский муниципальный район",7,"Брянская область","RU-BRY"
"198a66e5-4d7a-4d01-aa0c-39eca4051587","15624000000","Карачевский муниципальный район",7,"Брянская область","RU-BRY"
"df992ef5-777f-4f38-813a-0b1c17bcdf59","15626000000","Клетнянский муниципальный район",7,"Брянская область","RU-BRY"
"75a1e9b6-0c19-481f-a8fa-204a74e46e42","15628000000","Климовский муниципальный район",7,"Брянская область","RU-BRY"
"746d4828-68dd-4e7b-8181-e9fb534b0d5c","15630000000","Клинцовский муниципальный район",7,"Брянская область","RU-BRY"
"7c4f1875-33ad-4ece-b734-55660b968ab6","15632000000","Комаричский муниципальный район",7,"Брянская область","RU-BRY"
"e06179ab-7a80-41fb-9ea9-eeaa4b9c4aff","15634000000","Красногорский муниципальный район",7,"Брянская область","RU-BRY"
"4b3bab44-5f3a-4ba0-9cf9-6b99569f4c79","15636000000","Мглинский муниципальный район",7,"Брянская область","RU-BRY"
"051bc873-2533-444f-bbb7-33508dcf1b7b","15638000000","Навлинский муниципальный район",7,"Брянская область","RU-BRY"
"1e50aaf0-4e13-4ddc-b48e-ac7888cccdcd","15720000000","Новозыбковский",7,"Брянская область","RU-BRY"
"1cce4bc5-df7a-49e8-aeaa-4714d832478a","15642000000","Погарский муниципальный район",7,"Брянская область","RU-BRY"
"292e9a41-e863-467a-a7b3-c663500c066a","15644000000","Почепский муниципальный район",7,"Брянская область","RU-BRY"
"9cd2c27d-a680-4941-99ba-c0cba127511c","15646000000","Рогнединский муниципальный район",7,"Брянская область","RU-BRY"
"73db7b8a-a4a6-44a1-b92c-ec6f60b6defd","15648000000","Севский муниципальный район",7,"Брянская область","RU-BRY"
"7a0bfcc9-1e0f-45f6-854a-6b53fcaac860","15501000000","Стародубский",7,"Брянская область","RU-BRY"
"b8bf111c-64a4-4cd8-9fe6-d3da62ad88fb","15652000000","Суземский муниципальный район",7,"Брянская область","RU-BRY"
"7be31b68-eac2-49d4-84a7-2d87bbc58590","15654000000","Суражский муниципальный район",7,"Брянская область","RU-BRY"
"c7f3675b-c99b-4371-b24b-d9f3970136cb","15656000000","Трубчевский муниципальный район",7,"Брянская область","RU-BRY"
"960e07f0-2ed9-48f8-99b2-b21df2a10839","15658000000","Унечский муниципальный район",7,"Брянская область","RU-BRY"
"27900af6-4a58-47f9-9e18-82bacd834275","15701000000","город Брянск",7,"Брянская область","RU-BRY"
"5cccb19e-b6d2-4d9b-82ef-e9e40ab03322","15715000000","город Клинцы",7,"Брянская область","RU-BRY"
"75b845ce-c6c8-444b-82a1-c3eb5d38a837","15725000000","город Сельцо",7,"Брянская область","RU-BRY"
"1045971b-0c70-4286-b229-fe4e50a02232","15710000000","город Фокино",7,"Брянская область","RU-BRY"
"6ecc7dd5-4693-4ee8-bd84-622f74235348","17605000000","Александровский муниципальный район",9,"Владимирская область","RU-VLA"
"f8267793-a19e-4bca-8696-76fb4873c3f4","17610000000","Вязниковский муниципальный район",9,"Владимирская область","RU-VLA"
"ad41ace2-c785-4ee7-b76f-b17f5f2f848a","17615000000","Гороховецкий муниципальный район",9,"Владимирская область","RU-VLA"
"bf06e4d8-4ed0-4f42-abb1-7a672d71c1f5","17620000000","Гусь-Хрустальный муниципальный район",9,"Владимирская область","RU-VLA"
"6ffd7a50-9eaf-439c-abac-d34b9d092bab","17737000000","ЗАТО город Радужный",9,"Владимирская область","RU-VLA"
"b45542b5-6c9a-4626-8e3b-df0a23183bb7","17625000000","Камешковский муниципальный район",9,"Владимирская область","RU-VLA"
"16ad76dd-4c49-42f9-8eac-29b4d9931a74","17630000000","Киржачский муниципальный район",9,"Владимирская область","RU-VLA"
"e057765a-f261-48b0-ac51-749eb4c3b856","17635000000","Ковровский муниципальный район",9,"Владимирская область","RU-VLA"
"902fafa5-d5dc-476a-9ec0-431b7b2cd381","17640000000","Кольчугинский муниципальный район",9,"Владимирская область","RU-VLA"
"35e73076-9cf3-482b-9523-397294e6b190","17642000000","Меленковский муниципальный район",9,"Владимирская область","RU-VLA"
"7675a3c2-77e1-424d-a058-139eaaa96e56","17644000000","Муромский муниципальный район",9,"Владимирская область","RU-VLA"
"bb9c965b-5496-4080-bebf-5c151f2d5fcd","17646000000","Петушинский муниципальный район",9,"Владимирская область","RU-VLA"
"0b7b90d3-c661-481d-96e5-131f92757b70","17648000000","Селивановский муниципальный район",9,"Владимирская область","RU-VLA"
"2f88f4b9-4488-4605-8be2-8e1b3ec22e98","17650000000","Собинский муниципальный район",9,"Владимирская область","RU-VLA"
"061db346-9da6-45b8-be71-402987592c5b","17652000000","Судогодский муниципальный район",9,"Владимирская область","RU-VLA"
"09c97f30-adee-4eb6-89fb-e19fe3210526","17654000000","Суздальский муниципальный район",9,"Владимирская область","RU-VLA"
"157a050c-8d95-45ca-a2a6-fd2c1bf462e9","17656000000","Юрьев-Польский муниципальный район",9,"Владимирская область","RU-VLA"
"dc588700-f6f8-4fa4-90c5-b8d260f50dc3","17701000000","город Владимир",9,"Владимирская область","RU-VLA"
"3a3d9f52-3e3c-4f99-bc52-df2d86142b2b","17720000000","город Гусь-Хрустальный",9,"Владимирская область","RU-VLA"
"314edfb5-97c1-4615-a5a0-ed0eed97bc0b","17725000000","город Ковров",9,"Владимирская область","RU-VLA"
"c140b037-71ce-4f1b-93e0-be3e99f67bac","17735000000","округ Муром",9,"Владимирская область","RU-VLA"
"cad0f5f6-39af-481e-b334-4373d68a4e1e","18602000000","Алексеевский муниципальный район",10,"Волгоградская область","RU-VGG"
"0668b2b4-b5f6-4896-868f-00e71d929a56","18604000000","Быковский муниципальный район",10,"Волгоградская область","RU-VGG"
"409eddfc-6198-47fc-915f-3a360a73f874","18605000000","Городищенский муниципальный район",10,"Волгоградская область","RU-VGG"
"8f14d253-54e0-40ea-a764-818527cffc1f","18606000000","Даниловский муниципальный район",10,"Волгоградская область","RU-VGG"
"a5d99f9d-edaf-4cb5-8ee4-180d4a4ba3a9","18608000000","Дубовский муниципальный район",10,"Волгоградская область","RU-VGG"
"97199dd2-44f0-4e79-b2ff-efa96d4d09c2","18610000000","Еланский муниципальный район",10,"Волгоградская область","RU-VGG"
"ca41ac61-9f20-421f-95ab-7e24d316cfa2","18612000000","Жирновский муниципальный район",10,"Волгоградская область","RU-VGG"
"5e418c9b-9181-4ac2-8ba1-4545e1e7aa39","18614000000","Иловлинский муниципальный район",10,"Волгоградская область","RU-VGG"
